Glass,Al2O3,B2O3,BaO,CaO,Ce2O3,Cl,Cr2O3,Cs2O,F,Fe2O3,HfO2,K2O,La2O3,Li2O,MgO,MnO2,MoO3,Na2O,NiO,Nd2O3,P2O5,Pr2O3,RuO2,SO3,SiO2,SrO,SnO2,TeO2,TiO2,V2O5,Y2O3,ZnO,ZrO2,Temprature,pH,ln_rate
8Zr,0.000,18.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.000,0.000,0.000,0.000,0.000,0.000,0.000,51.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,90.0,6.9,-2.397
MT25,1.240,17.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.790,0.000,0.000,0.000,10.910,2.250,0.000,0.950,8.880,0.000,0.000,0.000,0.000,0.000,0.000,52.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.320,23.0,8.0,-5.136
MT25,1.240,17.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.790,0.000,0.000,0.000,10.910,2.250,0.000,0.950,8.880,0.000,0.000,0.000,0.000,0.000,0.000,52.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.320,23.0,10.0,-3.501
MT25,1.240,17.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.790,0.000,0.000,0.000,10.910,2.250,0.000,0.950,8.880,0.000,0.000,0.000,0.000,0.000,0.000,52.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.320,23.0,12.0,-0.714
MT25,1.240,17.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.790,0.000,0.000,0.000,10.910,2.250,0.000,0.950,8.880,0.000,0.000,0.000,0.000,0.000,0.000,52.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.320,40.0,7.9,-2.994
MT25,1.240,17.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.790,0.000,0.000,0.000,10.910,2.250,0.000,0.950,8.880,0.000,0.000,0.000,0.000,0.000,0.000,52.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.320,40.0,9.8,-2.234
MT25,1.240,17.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.790,0.000,0.000,0.000,10.910,2.250,0.000,0.950,8.880,0.000,0.000,0.000,0.000,0.000,0.000,52.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.320,40.0,11.5,0.760
MT25,1.240,17.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.790,0.000,0.000,0.000,10.910,2.250,0.000,0.950,8.880,0.000,0.000,0.000,0.000,0.000,0.000,52.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.320,70.0,7.6,-0.921
MT25,1.240,17.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.790,0.000,0.000,0.000,10.910,2.250,0.000,0.950,8.880,0.000,0.000,0.000,0.000,0.000,0.000,52.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.320,70.0,9.3,0.944
MT25,1.240,17.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.790,0.000,0.000,0.000,10.910,2.250,0.000,0.950,8.880,0.000,0.000,0.000,0.000,0.000,0.000,52.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.320,70.0,10.7,2.487
MT30,1.600,17.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.900,0.000,0.000,0.000,10.080,2.830,0.000,1.200,8.670,0.000,0.000,0.000,0.000,0.000,0.000,51.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.580,23.0,8.0,-5.297
MT30,1.600,17.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.900,0.000,0.000,0.000,10.080,2.830,0.000,1.200,8.670,0.000,0.000,0.000,0.000,0.000,0.000,51.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.580,23.0,10.0,-3.731
MT30,1.600,17.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.900,0.000,0.000,0.000,10.080,2.830,0.000,1.200,8.670,0.000,0.000,0.000,0.000,0.000,0.000,51.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.580,23.0,12.0,-0.622
MT30,1.600,17.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.900,0.000,0.000,0.000,10.080,2.830,0.000,1.200,8.670,0.000,0.000,0.000,0.000,0.000,0.000,51.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.580,40.0,7.9,-3.823
MT30,1.600,17.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.900,0.000,0.000,0.000,10.080,2.830,0.000,1.200,8.670,0.000,0.000,0.000,0.000,0.000,0.000,51.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.580,40.0,9.8,-1.658
MT30,1.600,17.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.900,0.000,0.000,0.000,10.080,2.830,0.000,1.200,8.670,0.000,0.000,0.000,0.000,0.000,0.000,51.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.580,40.0,11.5,0.967
MT30,1.600,17.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.900,0.000,0.000,0.000,10.080,2.830,0.000,1.200,8.670,0.000,0.000,0.000,0.000,0.000,0.000,51.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.580,70.0,7.6,-0.990
MT30,1.600,17.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.900,0.000,0.000,0.000,10.080,2.830,0.000,1.200,8.670,0.000,0.000,0.000,0.000,0.000,0.000,51.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.580,70.0,9.3,0.461
MT30,1.600,17.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.900,0.000,0.000,0.000,10.080,2.830,0.000,1.200,8.670,0.000,0.000,0.000,0.000,0.000,0.000,51.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.580,70.0,10.7,1.589
0.5V,3.820,15.890,0.000,5.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.580,0.000,0.000,0.000,0.000,0.000,0.000,59.900,0.000,0.000,0.000,0.000,0.500,0.000,0.000,1.610,90.0,10.0,2.996
1V,3.810,15.810,0.000,5.670,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.520,0.000,0.000,0.000,0.000,0.000,0.000,59.600,0.000,0.000,0.000,0.000,0.990,0.000,0.000,1.600,90.0,10.0,3.091
2V,3.770,15.650,0.000,5.620,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.400,0.000,0.000,0.000,0.000,0.000,0.000,59.020,0.000,0.000,0.000,0.000,1.960,0.000,0.000,1.580,90.0,10.0,3.466
5V,3.660,15.200,0.000,5.460,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.040,0.000,0.000,0.000,0.000,0.000,0.000,57.340,0.000,0.000,0.000,0.000,4.760,0.000,0.000,1.540,90.0,10.0,4.263
5V,3.660,15.200,0.000,5.460,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.040,0.000,0.000,0.000,0.000,0.000,0.000,57.340,0.000,0.000,0.000,0.000,4.760,0.000,0.000,1.540,90.0,2.0,1.856
8V,3.560,14.780,0.000,5.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.710,0.000,0.000,0.000,0.000,0.000,0.000,55.740,0.000,0.000,0.000,0.000,7.400,0.000,0.000,1.500,90.0,10.0,4.220
R7T7-1,4.940,13.593,0.000,5.443,0.000,0.000,0.000,0.000,0.040,2.036,0.000,0.000,0.000,5.006,0.000,0.360,0.981,9.974,0.000,0.504,0.000,0.000,0.000,0.000,53.850,0.000,0.000,0.000,0.000,0.000,0.000,2.344,0.929,100.0,7.0,0.663
R7T7-2,3.803,10.464,0.000,4.190,0.000,0.000,0.000,0.000,21.181,0.110,0.000,0.000,0.000,3.854,0.000,0.446,1.277,10.427,0.000,0.272,0.000,0.000,0.000,0.000,41.455,0.000,0.000,0.000,0.000,0.000,0.000,1.805,0.715,100.0,7.0,0.765
R7T7-3,4.710,14.736,0.000,5.190,0.000,0.000,0.000,0.000,0.038,1.941,0.000,0.000,0.000,4.773,0.000,0.243,0.657,12.913,0.000,0.337,0.000,0.000,0.000,0.000,51.341,0.000,0.000,0.000,0.000,0.000,0.000,2.235,0.886,100.0,7.0,1.078
R7T7-4,2.709,15.539,0.000,5.473,0.000,0.000,0.000,0.000,0.040,1.585,0.000,0.000,0.000,5.033,0.000,0.424,1.151,10.027,0.000,0.591,0.000,0.000,0.000,0.000,54.138,0.000,0.000,0.000,0.000,0.000,0.000,2.357,0.934,100.0,7.0,0.582
R7T7-5,2.472,16.591,0.000,4.993,0.000,0.000,0.000,0.000,0.037,0.132,0.000,0.000,0.000,4.592,0.000,0.266,0.725,9.149,0.000,0.372,0.000,0.000,0.000,0.000,57.669,0.000,0.000,0.000,0.000,0.000,0.000,2.151,0.852,100.0,7.0,0.457
R7T7-6,2.383,14.443,0.000,4.813,0.000,0.000,0.000,0.000,0.036,0.127,0.000,0.000,0.000,4.427,0.000,0.186,0.506,11.977,0.000,0.259,0.000,0.000,0.000,0.000,57.949,0.000,0.000,0.000,0.000,0.000,0.000,2.073,0.822,100.0,7.0,0.476
R7T7-7,4.416,14.601,0.000,4.866,0.000,0.000,0.000,0.000,0.036,0.128,0.000,0.000,0.000,4.475,0.000,0.180,0.502,8.916,0.000,0.257,0.000,0.000,0.000,0.000,58.696,0.000,0.000,0.000,0.000,0.000,0.000,2.096,0.830,100.0,7.0,0.599
R7T7-8,4.345,15.813,0.000,4.788,0.000,0.000,0.000,0.000,0.035,0.122,0.000,0.000,0.000,4.403,0.000,0.147,0.392,11.913,0.000,0.201,0.000,0.000,0.000,0.000,54.961,0.000,0.000,0.000,0.000,0.000,0.000,2.062,0.817,100.0,7.0,0.867
R7T7-9,2.424,14.695,0.000,4.897,0.000,0.000,0.000,0.000,0.036,1.694,0.000,0.000,0.000,4.504,0.000,0.150,0.401,8.973,0.000,0.206,0.000,0.000,0.000,0.000,59.074,0.000,0.000,0.000,0.000,0.000,0.000,2.109,0.836,100.0,7.0,0.888
R7T7-10,3.842,12.022,0.000,4.234,0.000,0.000,0.000,0.000,21.401,0.372,0.000,0.000,0.000,3.894,0.000,0.457,1.307,7.758,0.000,0.282,0.000,0.000,0.000,0.000,41.885,0.000,0.000,0.000,0.000,0.000,0.000,1.824,0.723,100.0,7.0,1.118
R7T7-11,2.617,15.331,0.000,5.287,0.000,0.000,0.000,0.000,0.039,0.149,0.000,0.000,0.000,4.862,0.000,0.409,1.112,13.155,0.000,0.571,0.000,0.000,0.000,0.000,53.288,0.000,0.000,0.000,0.000,0.000,0.000,2.277,0.902,100.0,7.0,0.482
R7T7-12,4.860,13.911,0.000,5.355,0.000,0.000,0.000,0.000,0.040,0.165,0.000,0.000,0.000,4.925,0.000,0.414,1.126,9.811,0.000,0.578,0.000,0.000,0.000,0.000,55.596,0.000,0.000,0.000,0.000,0.000,0.000,2.306,0.914,100.0,7.0,0.270
R7T7-13,2.611,13.487,0.000,5.274,0.000,0.000,0.000,0.000,0.039,1.935,0.000,0.000,0.000,4.850,0.000,0.315,0.863,13.122,0.000,0.442,0.000,0.000,0.000,0.000,53.892,0.000,0.000,0.000,0.000,0.000,0.000,2.271,0.900,100.0,7.0,0.884
R7T7-14,2.104,10.870,0.000,4.250,0.000,0.000,0.000,0.000,21.577,1.567,0.000,0.000,0.000,3.909,0.000,0.439,1.254,7.787,0.000,0.253,0.000,0.000,0.000,0.000,43.434,0.000,0.000,0.000,0.000,0.000,0.000,1.831,0.725,100.0,7.0,0.963
R7T7-15,2.139,13.967,0.000,4.203,0.000,0.000,0.000,0.000,11.166,0.111,0.000,0.000,0.000,3.866,0.000,0.197,0.573,10.459,0.000,0.091,0.000,0.000,0.000,0.000,50.702,0.000,0.000,0.000,0.000,0.000,0.000,1.810,0.717,100.0,7.0,0.850
R7T7-16,3.856,14.119,0.000,4.249,0.000,0.000,0.000,0.000,11.288,0.112,0.000,0.000,0.000,3.908,0.000,0.199,0.579,7.786,0.000,0.092,0.000,0.000,0.000,0.000,51.256,0.000,0.000,0.000,0.000,0.000,0.000,1.830,0.725,100.0,7.0,0.732
R7T7-17,2.059,11.812,0.000,4.160,0.000,0.000,0.000,0.000,20.781,1.556,0.000,0.000,0.000,3.826,0.000,0.369,1.070,10.351,0.000,0.172,0.000,0.000,0.000,0.000,41.346,0.000,0.000,0.000,0.000,0.000,0.000,1.792,0.710,100.0,7.0,1.421
R7T7-18,1.989,11.730,0.000,4.017,0.000,0.000,0.000,0.000,20.068,0.120,0.000,0.000,0.000,3.694,0.000,0.356,1.033,7.360,0.000,0.166,0.000,0.000,0.000,0.000,47.051,0.000,0.000,0.000,0.000,0.000,0.000,1.730,0.686,100.0,7.0,0.916
R7T7-19,4.002,14.033,0.000,4.410,0.000,0.000,0.000,0.000,11.390,1.615,0.000,0.000,0.000,4.056,0.000,0.206,0.584,8.081,0.000,0.094,0.000,0.000,0.000,0.000,48.877,0.000,0.000,0.000,0.000,0.000,0.000,1.899,0.753,100.0,7.0,1.200
R7T7-20,3.855,12.576,0.000,4.248,0.000,0.000,0.000,0.000,10.972,0.112,0.000,0.000,0.000,3.907,0.000,0.199,0.563,10.571,0.000,0.090,0.000,0.000,0.000,0.000,50.353,0.000,0.000,0.000,0.000,0.000,0.000,1.830,0.725,100.0,7.0,0.829
R7T7-21,2.155,12.447,0.000,4.353,0.000,0.000,0.000,0.000,11.241,1.616,0.000,0.000,0.000,4.003,0.000,0.204,0.577,10.831,0.000,0.092,0.000,0.000,0.000,0.000,49.864,0.000,0.000,0.000,0.000,0.000,0.000,1.875,0.743,100.0,7.0,1.209
R7T7-22,3.265,13.312,0.000,4.655,0.000,0.000,0.000,0.000,9.961,0.842,0.000,0.000,0.000,4.281,0.000,0.330,0.925,10.004,0.000,0.099,0.000,0.000,0.000,0.000,49.527,0.000,0.000,0.000,0.000,0.000,0.000,2.005,0.794,100.0,7.0,0.967
R7T7-V1,2.972,14.371,0.000,5.026,0.000,0.000,0.000,0.000,5.377,1.182,0.000,0.000,0.000,4.622,0.000,0.373,1.028,10.004,0.000,0.429,0.000,0.000,0.000,0.000,51.593,0.000,0.000,0.000,0.000,0.000,0.000,2.165,0.858,100.0,7.0,0.820
R7T7-V2,2.607,13.675,0.000,4.410,0.000,0.000,0.000,0.000,10.575,0.457,0.000,0.000,0.000,4.055,0.000,0.263,0.739,10.274,0.000,0.187,0.000,0.000,0.000,0.000,50.105,0.000,0.000,0.000,0.000,0.000,0.000,1.899,0.753,100.0,7.0,0.863
AVM-1,5.486,14.908,0.053,0.222,0.042,0.175,0.184,0.057,5.888,0.739,0.000,0.000,0.038,0.832,11.563,0.079,0.237,18.852,0.250,0.063,0.000,0.019,0.135,0.078,39.840,0.048,0.000,0.019,0.000,0.000,0.011,0.000,0.182,100.0,7.0,2.277
AVM-2,7.857,14.729,0.017,0.229,0.014,0.181,0.190,0.020,6.072,0.762,0.000,0.000,0.014,0.858,3.975,0.029,0.080,19.440,0.257,0.021,0.768,0.006,0.048,0.080,44.262,0.019,0.000,0.008,0.000,0.000,0.003,0.000,0.062,100.0,7.0,1.418
AVM-3,8.282,16.204,0.132,0.241,0.109,0.191,0.200,0.151,6.400,0.804,0.000,0.000,0.102,0.904,4.189,0.218,0.624,16.348,0.271,0.167,0.000,0.051,0.360,0.084,43.280,0.124,0.009,0.051,0.000,0.000,0.033,0.000,0.471,100.0,7.0,1.788
AVM-4,6.198,16.943,0.156,0.250,0.128,0.198,0.208,0.177,0.000,0.835,0.000,0.000,0.119,0.940,4.616,0.250,0.732,21.298,0.282,0.194,0.000,0.060,0.422,0.088,45.103,0.142,0.009,0.062,0.000,0.000,0.037,0.000,0.553,100.0,7.0,1.878
AVM-5,5.837,18.140,0.017,0.236,0.014,0.187,0.196,0.021,0.000,0.787,0.000,0.000,0.014,0.885,4.101,0.030,0.083,20.056,0.266,0.022,0.792,0.006,0.050,0.083,48.086,0.017,0.001,0.008,0.000,0.000,0.003,0.000,0.064,100.0,7.0,1.394
AVM-6,5.530,17.549,0.029,0.223,0.021,0.177,0.185,0.031,5.936,0.745,0.000,0.000,0.021,0.839,5.906,0.043,0.126,15.668,0.252,0.034,0.000,0.009,0.071,0.078,46.388,0.024,0.000,0.012,0.000,0.000,0.006,0.000,0.097,100.0,7.0,1.345
AVM-7,5.887,15.328,0.122,0.238,0.100,0.188,0.197,0.135,6.318,0.793,0.000,0.000,0.090,0.893,4.136,0.192,0.561,16.141,0.268,0.149,0.799,0.047,0.326,0.083,46.394,0.109,0.009,0.046,0.000,0.000,0.030,0.000,0.422,100.0,7.0,1.556
AVM-8,5.835,15.192,0.095,0.236,0.079,0.186,0.196,0.108,0.000,0.786,0.000,0.000,0.071,0.885,12.299,0.152,0.441,15.998,0.266,0.118,0.000,0.036,0.253,0.083,46.204,0.083,0.004,0.037,0.000,0.000,0.023,0.000,0.333,100.0,7.0,1.692
AVM-9,8.120,16.507,0.017,0.236,0.014,0.187,0.196,0.021,0.000,0.788,0.000,0.000,0.014,0.887,4.108,0.030,0.083,18.061,0.266,0.022,0.000,0.006,0.050,0.083,50.209,0.019,0.000,0.008,0.000,0.000,0.003,0.000,0.065,100.0,7.0,1.182
AVM-10,8.338,16.363,0.084,0.243,0.068,0.192,0.201,0.094,0.000,0.809,0.000,0.000,0.063,0.910,10.123,0.133,0.387,16.459,0.273,0.103,0.815,0.031,0.225,0.085,43.574,0.079,0.000,0.034,0.000,0.000,0.021,0.000,0.293,100.0,7.0,2.182
AVM-11,6.803,16.036,0.073,0.236,0.058,0.186,0.196,0.082,2.434,0.786,0.000,0.000,0.055,0.884,7.702,0.114,0.340,17.427,0.265,0.090,0.372,0.028,0.194,0.083,45.184,0.064,0.004,0.029,0.000,0.000,0.018,0.000,0.257,100.0,7.0,1.815
AVM-12,8.814,16.523,0.155,0.256,0.127,0.203,0.213,0.173,0.000,0.855,0.000,0.000,0.117,0.962,4.459,0.248,0.724,17.400,0.289,0.192,0.861,0.059,0.416,0.090,46.064,0.139,0.010,0.063,0.000,0.000,0.038,0.000,0.548,100.0,7.0,1.714
AVM-13,6.007,15.639,0.146,0.243,0.122,0.192,0.201,0.169,0.000,0.810,0.000,0.000,0.113,0.911,12.661,0.243,0.700,16.469,0.273,0.186,0.000,0.058,0.404,0.085,43.600,0.138,0.009,0.060,0.000,0.000,0.036,0.000,0.525,100.0,7.0,2.031
AVM-14,5.849,18.560,0.022,0.236,0.018,0.187,0.196,0.026,0.000,0.788,0.000,0.000,0.018,0.887,4.110,0.038,0.110,16.892,0.266,0.030,0.770,0.008,0.065,0.083,50.726,0.019,0.000,0.008,0.000,0.000,0.006,0.000,0.081,100.0,7.0,1.026
AVM-15,5.545,14.436,0.049,0.224,0.038,0.177,0.186,0.053,5.951,0.747,0.000,0.000,0.037,0.841,10.596,0.072,0.223,19.053,0.252,0.058,0.752,0.017,0.127,0.078,40.245,0.042,0.000,0.020,0.000,0.000,0.011,0.000,0.168,100.0,7.0,2.033
AVM-16,6.275,17.970,0.158,0.254,0.130,0.201,0.210,0.179,0.000,0.846,0.000,0.000,0.120,0.952,4.409,0.253,0.741,17.203,0.286,0.196,0.851,0.060,0.427,0.089,47.378,0.144,0.009,0.062,0.000,0.000,0.038,0.000,0.560,100.0,7.0,1.803
AVM-17,8.007,15.751,0.051,0.233,0.040,0.184,0.193,0.056,6.188,0.777,0.000,0.000,0.038,0.874,4.051,0.075,0.231,19.811,0.262,0.060,0.782,0.018,0.133,0.082,41.847,0.044,0.004,0.020,0.000,0.000,0.012,0.000,0.175,100.0,7.0,1.599
AVM-18,5.601,15.949,0.025,0.226,0.019,0.179,0.188,0.027,6.011,0.755,0.000,0.000,0.019,0.849,3.935,0.036,0.115,16.165,0.255,0.030,0.760,0.010,0.067,0.079,48.573,0.024,0.000,0.008,0.000,0.000,0.006,0.000,0.088,100.0,7.0,0.278
AVM-19,6.190,16.470,0.156,0.250,0.128,0.198,0.208,0.177,0.000,0.834,0.000,0.000,0.118,0.939,4.349,0.250,0.731,16.972,0.282,0.194,0.000,0.060,0.422,0.088,50.184,0.142,0.009,0.062,0.000,0.000,0.037,0.000,0.552,100.0,7.0,0.588
AVM-20,5.757,16.394,0.021,0.233,0.018,0.184,0.193,0.025,0.000,0.776,0.000,0.000,0.018,0.873,5.097,0.038,0.109,19.783,0.262,0.029,0.000,0.008,0.064,0.081,49.926,0.019,0.000,0.008,0.000,0.000,0.006,0.000,0.079,100.0,7.0,1.061
AVM-21,5.771,15.354,0.051,0.233,0.044,0.184,0.194,0.060,0.000,0.778,0.000,0.000,0.040,0.875,11.840,0.083,0.245,15.823,0.263,0.066,0.783,0.020,0.142,0.082,46.796,0.050,0.004,0.020,0.000,0.000,0.012,0.000,0.186,100.0,7.0,1.773
AVM-22,8.144,15.266,0.061,0.237,0.049,0.187,0.197,0.068,0.000,0.790,0.000,0.000,0.045,0.889,10.052,0.099,0.281,20.149,0.267,0.075,0.000,0.022,0.165,0.083,42.561,0.058,0.004,0.025,0.000,0.000,0.015,0.000,0.210,100.0,7.0,1.950
AVM-V1,6.562,16.743,0.000,0.246,0.000,0.000,0.000,0.000,1.089,0.346,0.000,0.000,0.000,2.077,6.160,0.000,0.249,19.697,0.000,0.000,0.194,0.000,0.000,0.000,45.798,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.840,100.0,7.0,1.837
AVM-V2,6.290,17.095,0.000,0.236,0.000,0.000,0.000,0.000,1.044,0.331,0.000,0.000,0.000,1.992,5.905,0.000,0.097,18.882,0.000,0.000,0.559,0.000,0.000,0.000,46.765,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.805,100.0,7.0,1.607
AVM-V3,7.468,16.262,0.000,0.236,0.000,0.000,0.000,0.000,1.045,0.332,0.000,0.000,0.000,1.994,5.913,0.000,0.097,17.840,0.000,0.000,0.187,0.000,0.000,0.000,47.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.806,100.0,7.0,1.479
VRZ-1,8.718,0.932,0.000,28.461,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.193,0.000,0.000,0.000,0.000,55.607,0.000,0.000,0.000,5.037,0.000,0.000,0.000,1.053,100.0,7.0,-0.713
VRZ-2,5.915,0.962,0.000,23.539,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.294,0.000,0.000,0.000,0.000,62.001,0.000,0.000,0.000,5.202,0.000,0.000,0.000,1.088,100.0,7.0,-0.248
VRZ-3,5.892,0.959,0.000,29.279,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.289,0.000,0.000,0.000,0.000,56.316,0.000,0.000,0.000,5.181,0.000,0.000,0.000,1.083,100.0,7.0,0.223
VRZ-4,6.113,0.995,0.000,24.328,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.206,0.000,0.000,0.000,0.000,48.175,0.000,0.000,0.000,13.440,0.000,0.000,0.000,6.744,100.0,7.0,-0.236
VRZ-5,5.628,0.916,0.000,27.971,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.190,0.000,0.000,0.000,0.000,59.000,0.000,0.000,0.000,4.950,0.000,0.000,0.000,1.345,100.0,7.0,-0.598
VRZ-6,9.451,1.010,0.000,30.854,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.359,0.000,0.000,0.000,0.000,47.757,0.000,0.000,0.000,5.460,0.000,0.000,0.000,4.110,100.0,7.0,0.554
VRZ-7,5.952,0.969,0.000,29.578,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,45.783,0.000,0.000,0.000,13.086,0.000,0.000,0.000,4.432,100.0,7.0,0.358
VRZ-8,6.363,1.035,0.000,25.321,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.392,0.000,0.000,0.000,0.000,48.942,0.000,0.000,0.000,9.927,0.000,0.000,0.000,7.020,100.0,7.0,0.030
VRZ-9,6.273,1.021,0.000,24.964,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.373,0.000,0.000,0.000,0.000,48.252,0.000,0.000,0.000,13.791,0.000,0.000,0.000,4.326,100.0,7.0,0.077
VRZ-10,9.265,0.990,0.000,24.223,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.205,0.000,0.000,0.000,0.000,47.737,0.000,0.000,0.000,13.382,0.000,0.000,0.000,4.197,100.0,7.0,-0.020
VRZ-11,5.667,0.922,0.000,28.160,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.191,0.000,0.000,0.000,0.000,55.981,0.000,0.000,0.000,8.038,0.000,0.000,0.000,1.042,100.0,7.0,0.058
VRZ-12,5.724,0.931,0.000,22.778,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.193,0.000,0.000,0.000,0.000,59.998,0.000,0.000,0.000,8.849,0.000,0.000,0.000,1.526,100.0,7.0,-0.030
VRZ-13,9.264,0.990,0.000,30.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.332,0.000,0.000,0.000,0.000,48.419,0.000,0.000,0.000,8.632,0.000,0.000,0.000,1.119,100.0,7.0,-0.511
VRZ-14,9.060,0.969,0.000,29.579,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,45.784,0.000,0.000,0.000,11.397,0.000,0.000,0.000,3.010,100.0,7.0,0.432
VRZ-15,6.109,0.994,0.000,30.357,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.337,0.000,0.000,0.000,0.000,46.988,0.000,0.000,0.000,11.351,0.000,0.000,0.000,2.864,100.0,7.0,0.728
VRZ-16,9.011,0.963,0.000,23.559,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.199,0.000,0.000,0.000,0.000,57.143,0.000,0.000,0.000,5.206,0.000,0.000,0.000,3.919,100.0,7.0,-0.598
VRZ-17,6.012,0.978,0.000,29.874,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.202,0.000,0.000,0.000,0.000,46.921,0.000,0.000,0.000,9.380,0.000,0.000,0.000,6.632,100.0,7.0,0.495
